"BroadMarket","UnconditionalPassthrough","NetPassthrough","MarketPassthrough","Parameter_rho","Parameter_beta"
"Midwest_Goods",0.156220631744224,0.155836311238657,0.179554151230399,0.843522097052605,4.56935048923947
"Midwest_Services",0.13584269385385,0.124320987203727,0.179554151230399,0.648715060428476,4.56935048923947
"Northeast_Goods",0.125904609574295,0.131795482526102,0.179554151230399,0.693638123782627,4.56935048923947
"Northeast_Services",0.113095355516224,0.109671459252095,0.179554151230399,0.562856645669477,4.56935048923947
"South_Goods",0.142686205382544,0.136031299423281,0.179554151230399,0.719441206789938,4.56935048923947
"South_Services",0.143442214490616,0.14005521851959,0.179554151230399,0.744188923574049,4.56935048923947
"West_Goods",0.176150844671278,0.168219602367442,0.179554151230399,0.924107281880061,4.56935048923947
"West_Services",0.145697828154394,0.119339778276916,0.179554151230399,0.61920052797255,4.56935048923947
